3263,1
1607,0
444,1
710,1
596,1
1572,1
3655,0
2794,0
2534,0
33,1
1788,0
731,1
1657,0
1760,0
603,1
2870,0
1200,0
1454,1
3624,0
3229,0
767,1
548,1
2712,0
705,0
1265,1
3312,0
1,1
2617,0
2086,0
2048,0
3002,1
3513,0
2002,0
3652,1
271,1
514,1
1645,0
420,1
1955,1
610,1
2562,0
1029,1
253,1
726,1
1941,1
419,1
2289,0
1434,1
919,1
174,1
1663,0
2078,0
455,1
2868,0
31,1
464,1
737,0
823,1
1130,1
1182,0
413,1
462,1
3165,1
1579,0
2460,0
440,1
38,0
1281,1
3045,1
2811,0
566,1
3215,0
5,1
722,1
1361,1
2989,0
2627,1
693,1
1801,0
1184,1
1403,1
692,1
424,1
2365,0
3316,0
1882,0
2755,0
247,0
235,1
34,1
2131,0
2921,0
1847,1
1574,1
540,1
2652,0
2375,0
799,1
3494,0
1820,0
2917,0
2081,0
2793,0
1116,1
1061,1
2312,0
2421,1
1686,0
2683,0
3407,1
1262,0
3669,0
1606,0
2526,0
3666,1
3049,0
347,1
3301,0
2146,1
2790,1
1453,0
682,1
295,1
461,1
3299,0
2990,1
418,1
2697,1
1982,0
2484,0
2239,0
882,0
351,0
2551,0
1903,0
1986,0
606,1
2920,0
290,0
2381,0
1218,0
427,1
2992,0
3147,0
1995,0
3180,0
2360,0
1914,0
2771,0
1299,1
3448,1
3527,0
2896,0
977,1
2499,0
1840,0
2361,1
3559,0
2478,1
1942,0
16,1
2745,1
3487,0
2903,0
2510,1
1787,0
1401,1
2450,0
732,1
2220,0
2892,0
453,0
2895,0
152,1
2126,1
1349,1
80,0
1695,0
745,1
842,1
459,1
3490,0
1605,0
1015,1
2164,0
2032,0
102,1
155,1
2876,0
1622,0
1558,0
1696,0
2546,0
1422,1
465,1
1230,1
2334,0
2283,0
2118,1
1203,0
494,1
1333,1
3431,1
2882,1
2137,0
238,1
2009,0
3495,0
1968,0
684,1
2316,0
3107,0
3575,0
3378,0
2985,1
3344,1
3488,0
479,1
3288,0
3012,0
846,1
3084,0
2808,0
197,1
431,1
818,1
26,1
3292,0
1311,0
1597,0
820,1
1604,0
2599,0
2223,0
1225,1
873,1
904,0
946,0
110,1
1945,0
1484,0
1857,0
1435,1
874,0
214,1
1021,1
2272,0
3656,0
8,1
3141,0
3674,0
1773,0
1865,1
2462,0
3564,0
1640,0
1505,0
2388,0
2459,1
2440,0
51,1
1238,1
3613,0
1855,0
98,0
1006,1
2797,0
941,1
1055,1
2028,1
712,1
1552,1
2947,0
3132,0
1224,1
781,1
2415,0
325,1
715,0
1810,0
989,1
2926,0
3534,0
425,1
3192,0
1893,0
3224,1
1536,0
2466,0
3050,0
1585,1
156,1
1991,0
2471,0
2346,0
1406,1
1175,1
289,0
2107,1
1929,0
1618,0
2072,1
2249,1
1404,0
943,1
381,0
1222,1
3598,0
2315,0
2448,0
780,1
2232,1
1291,1
1320,1
224,1
154,1
276,1
1609,1
776,1
3149,0
139,1
687,1
1555,0
1268,0
2678,0
2505,1
364,1
432,1
1303,1
395,1
979,1
637,0
3249,0
716,1
920,1
803,1
2494,0
949,1
2689,0
3122,0
762,1
656,1
121,1
2777,0
1298,1
3409,0
3410,0
1357,0
2585,0
1244,1
3437,1
225,1
1644,1
99,0
1305,0
3305,0
3144,0
1070,1
376,0
3100,0
2159,0
2485,0
3090,0
1582,0
450,1
3197,0
147,1
1518,0
